region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
hawaii,2008,bmw,excellent,4 cylinders,gas,104654,clean,automatic,fwd,mid-size,sedan,silver,hi,8075.795004837331,3607.0,15783
texoma,2011,chevrolet,excellent,6 cylinders,gas,14780,clean,manual,fwd,full-size,coupe,green,ok,15436.610125217703,14884.0,15785
eugene,2013,chevrolet,good,8 cylinders,diesel,12602,rebuilt,automatic,4wd,full-size,truck,black,or,33812.824935246375,15336.0,15809
cincinnati,2014,chevrolet,good,8 cylinders,gas,203143,-1,automatic,fwd,full-size,-1,silver,oh,7737.055532340077,7709.0,15813
buffalo,2007,ford,excellent,4 cylinders,gas,106478,clean,automatic,fwd,full-size,SUV,silver,ny,9558.61776065093,7433.0,15814
las vegas,2015,bmw,like new,6 cylinders,gas,34246,clean,automatic,4wd,mid-size,coupe,blue,-1,27856.510245967773,26532.0,15816
tampa bay area,2010,honda,good,4 cylinders,gas,185247,clean,manual,fwd,mid-size,hatchback,blue,fl,5599.3369777129265,15248.0,15821
columbus,1999,chevrolet,fair,8 cylinders,gas,234840,salvage,automatic,4wd,full-size,truck,green,oh,4623.167477447656,3316.0,15832
ventura county,2015,honda,excellent,4 cylinders,gas,133076,clean,automatic,fwd,mid-size,sedan,silver,ca,8684.841304682312,8073.0,15833
salt lake city,2009,ram,excellent,8 cylinders,diesel,93578,clean,automatic,4wd,full-size,pickup,white,ut,25338.783724073437,17106.0,15835
dallas / fort worth,2013,ford,excellent,6 cylinders,gas,138999,clean,automatic,fwd,full-size,pickup,silver,tx,13248.082056336221,7735.0,15843
new york city,2012,honda,excellent,4 cylinders,gas,74418,clean,automatic,fwd,mid-size,sedan,blue,ny,10679.96215613943,7082.0,15852
appleton-oshkosh-FDL,2012,ford,excellent,6 cylinders,gas,170728,clean,manual,4wd,mid-size,SUV,silver,wi,13777.499902807293,3072.0,15858
phoenix,2011,mercury,excellent,4 cylinders,-1,157060,clean,manual,fwd,mid-size,sedan,silver,az,7140.8789222018095,3847.0,15863
bend,2009,jeep,like new,6 cylinders,diesel,114543,clean,automatic,4wd,mid-size,SUV,white,or,18466.18101077166,27173.0,15872
north jersey,1992,toyota,excellent,4 cylinders,gas,168426,missing,automatic,4wd,compact,SUV,black,nj,9476.069476012257,9348.0,15880
appleton-oshkosh-FDL,2018,ram,excellent,6 cylinders,diesel,58057,clean,automatic,4wd,full-size,SUV,black,wi,36322.546947281924,38291.0,15914
pittsburgh,1998,ford,good,6 cylinders,diesel,153524,clean,automatic,4wd,full-size,SUV,black,pa,14331.610618803767,13822.0,15924
wichita,2009,toyota,fair,4 cylinders,gas,239904,clean,other,fwd,mid-size,SUV,blue,ks,4377.810234580305,1448.0,15965
lancaster,2009,toyota,excellent,8 cylinders,gas,181004,clean,automatic,4wd,mid-size,truck,silver,pa,12682.860006488976,15473.0,15997
jackson,2017,chevrolet,good,4 cylinders,gas,50276,salvage,automatic,fwd,mid-size,SUV,black,tn,19765.526526626316,22505.0,15999
tucson,2010,ford,excellent,6 cylinders,gas,94359,-1,manual,rwd,full-size,-1,white,-1,17255.30163397279,14886.0,16005
columbia,2000,ford,good,4 cylinders,gas,154227,clean,manual,fwd,full-size,sedan,green,sc,4630.14015482564,1513.0,16017
central NJ,1990,chevrolet,fair,8 cylinders,gas,-1,clean,automatic,rwd,full-size,pickup,red,nj,10190.441801101086,4477.0,16022
bozeman,2018,ford,excellent,4 cylinders,gas,38748,clean,automatic,fwd,full-size,sedan,silver,mt,19841.569189362344,27111.0,16025
lancaster,2002,bmw,excellent,6 cylinders,gas,84374,clean,manual,rwd,mid-size,convertible,black,pa,14504.111654806999,21920.0,16031
redding,2008,dodge,excellent,6 cylinders,gas,92483,clean,automatic,fwd,mid-size,SUV,black,ca,10780.495221339283,11351.0,16033
baltimore,2008,kia,like new,4 cylinders,gas,126771,clean,automatic,fwd,mid-size,SUV,blue,md,8682.056108329562,6978.0,16037
rhode island,1994,ram,excellent,8 cylinders,diesel,161193,clean,automatic,4wd,full-size,pickup,black,ri,22022.653944674996,20081.0,16042
cedar rapids,2007,ford,excellent,8 cylinders,gas,137984,clean,manual,4wd,full-size,pickup,black,ia,16015.75689995673,7415.0,16043
north jersey,2014,hyundai,like new,4 cylinders,gas,93538,clean,automatic,fwd,mid-size,sedan,silver,nj,8333.382989902166,10378.0,16066
las vegas,1970,ford,fair,8 cylinders,gas,55868,missing,manual,fwd,full-size,pickup,red,nv,9783.210698248935,2142.0,16075
western maryland,2013,ford,excellent,8 cylinders,diesel,94361,clean,automatic,4wd,full-size,truck,green,-1,21981.66948073369,6681.0,16086
chicago,1999,chevrolet,good,8 cylinders,gas,112643,clean,manual,4wd,full-size,sedan,silver,il,9236.526815421996,5898.0,16088
hattiesburg,2013,ford,excellent,6 cylinders,gas,-1,rebuilt,automatic,fwd,mid-size,pickup,black,ms,18824.5980718286,36286.0,16092
bakersfield,2013,ram,new,6 cylinders,diesel,2720,clean,automatic,4wd,full-size,pickup,black,ca,35239.351170633105,17564.0,16129
new york city,2017,kia,good,4 cylinders,gas,19818,rebuilt,automatic,fwd,mid-size,SUV,black,ny,19357.614666175214,21847.0,16132
houston,2010,bmw,excellent,6 cylinders,gas,129128,clean,automatic,rwd,mid-size,sedan,silver,tx,11841.88820507389,24940.0,16136
redding,2007,honda,like new,4 cylinders,gas,52351,clean,automatic,fwd,compact,sedan,silver,ca,7950.259175263462,4491.0,16155
rhode island,2012,bmw,excellent,6 cylinders,gas,2467,clean,automatic,rwd,mid-size,SUV,black,ri,24099.28379936528,20988.0,16169
hudson valley,2004,acura,good,6 cylinders,gas,29020,lien,automatic,rwd,full-size,SUV,black,ny,15278.821994427708,16342.0,16194
southwest michigan,1966,pontiac,excellent,4 cylinders,gas,51280,clean,automatic,fwd,compact,convertible,yellow,mi,12359.815791908768,8657.0,16219
maine,1988,gmc,good,6 cylinders,diesel,187440,clean,manual,4wd,full-size,truck,black,me,12963.252407346037,6368.0,16244
reno / tahoe,2012,bmw,excellent,6 cylinders,gas,91553,clean,manual,fwd,mid-size,sedan,silver,ca,10894.299742013332,13628.0,16245
yakima,2010,toyota,good,6 cylinders,gas,184783,clean,automatic,fwd,compact,mini-van,black,wa,5151.097962010768,7946.0,16270
worcester / central MA,2016,buick,excellent,4 cylinders,gas,98168,rebuilt,automatic,fwd,mid-size,SUV,silver,ma,12828.85571196687,9900.0,16272
richmond,2005,chevrolet,good,8 cylinders,gas,63706,clean,automatic,4wd,full-size,truck,white,va,16727.551735032466,18583.0,16280
charlotte,2009,ford,excellent,8 cylinders,diesel,99473,clean,automatic,4wd,full-size,truck,white,nc,22457.26593734708,13324.0,16286
new haven,1990,ford,fair,8 cylinders,gas,283769,-1,automatic,rwd,full-size,-1,blue,-1,5052.560892526177,13487.0,16334
south florida,2011,bmw,like new,4 cylinders,gas,66318,salvage,automatic,fwd,mid-size,sedan,black,fl,12496.292955104378,6998.0,16378
"washington, DC",2012,ford,excellent,4 cylinders,gas,95655,clean,automatic,fwd,full-size,SUV,blue,dc,13181.164119675872,19908.0,16403
tampa bay area,2015,volkswagen,excellent,4 cylinders,gas,106880,rebuilt,automatic,fwd,compact,sedan,silver,fl,7700.296407304821,8526.0,16404
sacramento,2006,honda,excellent,6 cylinders,gas,112459,clean,automatic,fwd,mid-size,sedan,black,ca,6819.303430773434,4105.0,16412
eastern CT,2007,ford,fair,4 cylinders,gas,123842,clean,automatic,rwd,full-size,coupe,green,ct,6026.838427666691,5361.0,16423
wichita,1997,ram,good,8 cylinders,gas,192742,clean,manual,4wd,full-size,truck,black,ks,13111.127775028464,17366.0,16441
albany,2011,ford,excellent,8 cylinders,diesel,88335,clean,automatic,4wd,full-size,truck,white,ny,25930.502373684314,17789.0,16450
south jersey,2011,chevrolet,excellent,6 cylinders,-1,116728,clean,automatic,fwd,mid-size,sedan,silver,nj,9927.955865182099,15755.0,16479
des moines,2008,chevrolet,good,4 cylinders,gas,207471,clean,automatic,fwd,full-size,SUV,silver,ia,5109.14884497982,7054.0,16490
rhode island,2014,ford,excellent,6 cylinders,gas,98814,clean,automatic,rwd,full-size,truck,silver,ri,19334.377703148988,14375.0,16510
tampa bay area,1987,ford,good,6 cylinders,gas,215119,clean,automatic,fwd,full-size,sedan,green,fl,3756.481093661976,6554.0,16528
rhode island,2013,bmw,excellent,6 cylinders,-1,55321,clean,automatic,fwd,mid-size,convertible,silver,ri,15808.993097283063,19217.0,16544
daytona beach,2005,dodge,excellent,4 cylinders,gas,142696,clean,automatic,fwd,mid-size,SUV,red,fl,7895.9028125779005,5084.0,16549
lakeland,2016,chevrolet,excellent,8 cylinders,diesel,62997,clean,automatic,4wd,full-size,SUV,red,fl,30826.771817401168,96818.0,16550
great falls,2013,ford,excellent,4 cylinders,gas,129148,clean,automatic,rwd,mid-size,sedan,black,-1,13442.110779199866,3208.0,16555
raleigh / durham / CH,1995,toyota,good,6 cylinders,gas,143697,clean,automatic,fwd,full-size,sedan,brown,nc,4511.327051522327,1997.0,16557
albany,2012,chevrolet,good,8 cylinders,gas,144930,clean,automatic,fwd,full-size,SUV,grey,ny,8530.996354274568,10544.0,16560
fargo / moorhead,1999,toyota,excellent,6 cylinders,gas,101717,clean,automatic,fwd,mid-size,sedan,black,-1,8058.7557633986,6257.0,16574
hudson valley,2011,chevrolet,good,4 cylinders,gas,188346,lien,manual,fwd,mid-size,hatchback,black,ny,7229.093771640328,3664.0,16588
south florida,2016,honda,excellent,6 cylinders,gas,164159,clean,automatic,fwd,mid-size,sedan,black,-1,10083.40564575058,10774.0,16592
ft myers / SW florida,2016,chevrolet,good,6 cylinders,diesel,6708,clean,automatic,4wd,full-size,truck,black,fl,41362.076689701644,79195.0,16594
new haven,2011,audi,excellent,6 cylinders,gas,167730,clean,automatic,fwd,mid-size,sedan,black,ct,9243.249768853304,6893.0,16597
tulsa,2004,chevrolet,good,8 cylinders,gas,149791,clean,automatic,fwd,full-size,pickup,white,ok,7867.00949226704,5421.0,16605
knoxville,2014,ford,excellent,4 cylinders,gas,102711,clean,automatic,fwd,mid-size,sedan,white,tn,12149.673520226148,16941.0,16623
dallas / fort worth,2014,honda,excellent,4 cylinders,gas,104753,clean,automatic,fwd,compact,sedan,blue,-1,7771.715568594751,4538.0,16629
maine,2015,jeep,excellent,6 cylinders,gas,85915,clean,manual,4wd,mid-size,SUV,black,me,18909.878293935326,9675.0,16638
san diego,2012,hyundai,like new,4 cylinders,gas,178192,rebuilt,automatic,4wd,full-size,SUV,black,ca,12730.921063594637,8618.0,16646
des moines,2016,jeep,good,6 cylinders,diesel,73379,clean,automatic,4wd,full-size,SUV,blue,ia,28843.496858071652,10407.0,16669
long island,2011,chevrolet,excellent,4 cylinders,gas,97041,lien,automatic,fwd,mid-size,SUV,white,ny,12932.269280780223,15650.0,16673
baltimore,2003,buick,excellent,6 cylinders,gas,161097,clean,automatic,fwd,full-size,SUV,silver,-1,6971.264319293317,4087.0,16679
cincinnati,2013,ford,excellent,8 cylinders,gas,1881,clean,automatic,4wd,full-size,pickup,black,oh,27462.04599051189,19588.0,16688
pittsburgh,2015,bmw,like new,8 cylinders,gas,85352,clean,automatic,4wd,full-size,sedan,black,pa,18105.68632042792,21041.0,16693
hudson valley,1989,cadillac,fair,8 cylinders,gas,142566,clean,automatic,fwd,mid-size,coupe,red,ny,5116.6587781944545,2755.0,16704
omaha / council bluffs,1994,toyota,excellent,6 cylinders,gas,132411,clean,manual,rwd,full-size,van,black,ia,11573.052699722466,19115.0,16717
central michigan,2003,chevrolet,fair,6 cylinders,gas,217968,clean,manual,4wd,full-size,SUV,green,mi,3964.806917958078,13049.0,16718
sioux city,2010,kia,good,4 cylinders,-1,94045,-1,automatic,fwd,compact,-1,black,ia,8516.512356661377,6424.0,16726
cleveland,2009,chevrolet,excellent,4 cylinders,gas,132313,clean,automatic,fwd,full-size,sedan,black,oh,8690.615025460836,4458.0,16735
colorado springs,2013,acura,excellent,4 cylinders,gas,134956,clean,automatic,fwd,mid-size,sedan,black,co,7701.104569692281,3224.0,16741
bozeman,2011,toyota,excellent,6 cylinders,gas,174927,clean,automatic,fwd,mid-size,SUV,silver,-1,9048.932191930828,3588.0,16751
chico,2010,dodge,excellent,6 cylinders,electric,14620,clean,automatic,4wd,full-size,SUV,black,ca,24659.168326322106,21362.0,16752
seattle-tacoma,2013,subaru,excellent,4 cylinders,gas,111104,clean,automatic,fwd,full-size,SUV,white,wa,12603.855161238578,9303.0,16753
albany,2011,chevrolet,excellent,6 cylinders,gas,50760,rebuilt,automatic,4wd,mid-size,SUV,black,ny,21963.40606777754,10050.0,16763
detroit metro,2010,volkswagen,excellent,4 cylinders,gas,71334,rebuilt,automatic,fwd,mid-size,sedan,blue,mi,10157.002873428282,4978.0,16771
bozeman,2014,toyota,good,4 cylinders,gas,187188,clean,automatic,fwd,full-size,SUV,silver,mt,7330.469010107336,7060.0,16784
rhode island,1999,toyota,excellent,6 cylinders,gas,164141,clean,automatic,fwd,full-size,SUV,blue,ri,7720.557394294185,4580.0,16790
richmond,2016,bmw,excellent,6 cylinders,gas,71482,clean,automatic,fwd,mid-size,coupe,silver,va,17456.575940206763,21372.0,16810
maine,2016,chevrolet,excellent,8 cylinders,diesel,144719,clean,automatic,4wd,full-size,truck,grey,-1,31132.039699852583,23315.0,16811
tucson,2016,chevrolet,excellent,6 cylinders,gas,8133,rebuilt,automatic,rwd,full-size,sedan,black,az,29603.55797814217,21455.0,16817
st cloud,2008,jeep,excellent,6 cylinders,gas,159124,clean,automatic,4wd,mid-size,SUV,red,mn,11087.921984486398,6732.0,16824
albany,1998,bmw,excellent,8 cylinders,gas,100660,clean,other,rwd,full-size,sedan,black,ny,11040.33897035208,5636.0,16835
duluth / superior,2015,ram,excellent,6 cylinders,gas,154940,clean,automatic,4wd,full-size,truck,silver,mn,25301.059764508274,24643.0,16842
norfolk / hampton roads,2004,buick,excellent,6 cylinders,gas,206313,clean,automatic,fwd,mid-size,sedan,blue,va,5560.637288846192,7821.0,16860
new hampshire,1987,ram,like new,8 cylinders,diesel,113546,clean,automatic,4wd,full-size,pickup,black,nh,24992.621175322798,14417.0,16874
columbus,2010,ford,good,4 cylinders,gas,176156,clean,automatic,rwd,full-size,truck,green,oh,9644.56937596586,5317.0,16879
albuquerque,2012,bmw,excellent,6 cylinders,gas,94245,clean,manual,rwd,mid-size,truck,black,nm,17920.289599150536,15371.0,16880
charlotte,2011,ford,good,8 cylinders,gas,178294,rebuilt,automatic,fwd,mid-size,sedan,black,nc,7330.2333027460845,16525.0,16883
hartford,2011,ram,excellent,6 cylinders,gas,60198,clean,automatic,4wd,full-size,pickup,black,ct,25103.500501588103,20106.0,16893
rhode island,2009,bmw,excellent,6 cylinders,gas,173704,clean,automatic,fwd,mid-size,SUV,black,ri,9172.339252889273,20351.0,16903
las vegas,2003,chrysler,excellent,6 cylinders,gas,126791,clean,automatic,rwd,mid-size,coupe,blue,nv,9604.835424699006,4744.0,16906
southern illinois,2014,ford,excellent,6 cylinders,gas,95384,rebuilt,automatic,4wd,compact,SUV,black,il,16391.93680584815,13246.0,16907
san antonio,1998,jeep,fair,6 cylinders,gas,131177,clean,manual,4wd,full-size,pickup,green,tx,7921.9261442349525,20875.0,16909
grand rapids,2017,buick,excellent,6 cylinders,gas,70740,clean,automatic,rwd,mid-size,SUV,silver,mi,22801.661105629173,27048.0,16919
omaha / council bluffs,2015,bmw,excellent,6 cylinders,gas,4666,rebuilt,automatic,fwd,mid-size,sedan,grey,ia,20946.722907174495,24177.0,16934
santa barbara,2002,jeep,like new,6 cylinders,gas,145337,clean,automatic,4wd,full-size,offroad,black,ca,12384.59218928602,32774.0,16945
rochester,2006,jeep,excellent,6 cylinders,gas,141105,-1,manual,fwd,mid-size,-1,red,-1,9064.751458682236,9450.0,16946
charleston,2008,ram,fair,8 cylinders,gas,173731,clean,automatic,4wd,full-size,SUV,white,sc,10471.112770844367,12459.0,16949
flint,2016,ford,like new,6 cylinders,gas,49772,rebuilt,automatic,fwd,mid-size,coupe,white,mi,21917.360431280104,26604.0,16961
philadelphia,2013,ford,good,4 cylinders,gas,127431,clean,automatic,fwd,compact,sedan,silver,pa,6849.65184434515,3431.0,16971
el paso,2016,audi,excellent,4 cylinders,-1,171681,rebuilt,manual,fwd,compact,SUV,black,tx,11680.80127849814,16765.0,16973
madison,1966,ford,good,8 cylinders,gas,71855,clean,automatic,rwd,full-size,pickup,white,wi,19887.05997479346,36480.0,17001
monterey bay,2012,honda,excellent,4 cylinders,gas,156681,rebuilt,automatic,fwd,compact,sedan,blue,ca,7461.540581993875,5864.0,17008
upper peninsula,2008,chevrolet,good,8 cylinders,gas,134344,clean,manual,rwd,full-size,truck,green,mi,8824.412451706943,19978.0,17016
madison,1989,chevrolet,excellent,6 cylinders,gas,67589,clean,automatic,rwd,mid-size,sedan,green,wi,13169.153748430428,35150.0,17021
rochester,2000,jeep,excellent,6 cylinders,diesel,132029,lien,manual,4wd,full-size,SUV,blue,ny,18584.066956836847,16347.0,17030
boise,2017,ram,like new,6 cylinders,diesel,67083,clean,automatic,4wd,full-size,SUV,black,id,36225.317515935865,33872.0,17035
bend,2013,ram,excellent,8 cylinders,diesel,84110,clean,automatic,4wd,full-size,pickup,black,or,28742.2139282563,14420.0,17038
"washington, DC",2015,ford,excellent,4 cylinders,gas,128228,clean,automatic,4wd,mid-size,SUV,black,dc,17339.195051580784,7243.0,17039
pittsburgh,2013,bmw,excellent,8 cylinders,gas,110497,clean,automatic,rwd,full-size,SUV,black,-1,15807.905762914685,15834.0,17055
dallas / fort worth,2011,honda,excellent,6 cylinders,gas,16440,rebuilt,automatic,fwd,full-size,van,silver,tx,17026.67826946464,24265.0,17060
south florida,2018,ford,excellent,4 cylinders,gas,129969,clean,automatic,fwd,mid-size,SUV,black,fl,14311.210121166077,3078.0,17082
baltimore,2012,mitsubishi,excellent,6 cylinders,gas,90629,clean,automatic,fwd,full-size,sedan,blue,md,10850.786472886917,10511.0,17095
wichita,2013,chevrolet,good,8 cylinders,-1,61709,clean,automatic,fwd,full-size,truck,blue,ks,13922.153302744147,35240.0,17097
upper peninsula,1945,ford,good,8 cylinders,-1,70040,clean,manual,rwd,full-size,truck,black,mi,21985.88427900162,17587.0,17127
central NJ,2001,ford,fair,6 cylinders,gas,56845,clean,manual,fwd,full-size,coupe,blue,nj,9090.740240106476,17379.0,17128
eugene,2005,ford,good,4 cylinders,gas,280996,clean,manual,fwd,full-size,SUV,white,or,5062.437799144653,7907.0,17131
knoxville,2017,jeep,like new,8 cylinders,gas,1437,clean,automatic,4wd,full-size,SUV,black,tn,34235.63219061133,31631.0,17143
SF bay area,2019,kia,fair,6 cylinders,gas,5109,rebuilt,automatic,rwd,full-size,van,black,ca,26295.00427645084,24913.0,17160
kalamazoo,2014,ford,excellent,6 cylinders,gas,108297,clean,manual,fwd,mid-size,sedan,silver,mi,11223.269056335208,7799.0,17177
eastern CT,2013,bmw,like new,6 cylinders,gas,70547,rebuilt,automatic,fwd,mid-size,sedan,black,ct,14077.455986410496,32962.0,17196
lancaster,2003,honda,good,4 cylinders,gas,217982,-1,automatic,fwd,mid-size,-1,silver,pa,4073.778710626182,2344.0,17203
minneapolis / st paul,2004,buick,fair,6 cylinders,gas,168237,clean,automatic,4wd,full-size,SUV,green,-1,4905.674537085113,3116.0,17204
worcester / central MA,2006,ford,like new,4 cylinders,gas,117440,clean,automatic,fwd,full-size,sedan,black,ma,8265.151513416437,8225.0,17215
flagstaff / sedona,2009,saturn,like new,6 cylinders,gas,337391,clean,manual,fwd,mid-size,SUV,green,az,6024.081647612271,4121.0,17225
madison,2018,ford,like new,8 cylinders,gas,32593,clean,manual,fwd,full-size,sedan,white,wi,22310.48280403402,33192.0,17249
spokane / coeur d'alene,2012,hyundai,excellent,4 cylinders,gas,197659,clean,manual,fwd,full-size,sedan,black,id,6902.7835884765955,3297.0,17254
columbus,2014,kia,excellent,4 cylinders,gas,61156,salvage,automatic,fwd,compact,sedan,black,oh,10750.862676847843,14466.0,17261
atlanta,2014,mini,like new,4 cylinders,gas,77437,clean,automatic,fwd,full-size,sedan,blue,-1,9664.980439238367,20087.0,17277
